pictureId,x,y,w,h,classId,className,score
00027,56.912415504455566,96.26148223876953,876.4218292236328,562.2508544921875,169,Nissan Juke Hatchback 2012,0.5690090283751488
00028,11.020221710205078,91.64875411987305,605.8147583007812,323.71319580078125,47,Buick Rainier SUV 2007,0.3997340425848961
00029,42.78586196899414,62.7802734375,341.75135294596356,266.92071533203125,153,Land Rover Range Rover SUV 2012,0.33727384731173515
00030,45.531789779663086,71.28311157226562,550.93408203125,290.56585693359375,4,Acura TSX Sedan 2012,0.4596173167228699
00031,36.06283187866211,101.06285095214844,917.7718912760416,480.54662068684894,34,BMW M5 Sedan 2010,0.3852422162890434
00032,165.46354293823242,307.1130676269531,1192.2911987304688,822.4909362792969,93,Dodge Durango SUV 2012,0.2975021228194237
00033,38.75525236129761,51.86226558685303,525.5982971191406,292.1812438964844,187,Toyota Corolla Sedan 2012,0.4806114733219147
00034,5.481011350949605,57.85170364379883,583.6633504231771,297.1848551432292,43,Bentley Continental Flying Spur Sedan 2007,0.31671932712197304
00035,9.151740074157715,23.945026397705078,480.5705261230469,286.7622782389323,32,BMW X6 SUV 2012,0.333774508908391
00036,58.79380512237549,401.98577880859375,1466.2033081054688,722.6995086669922,48,Buick Verano Sedan 2012,0.3850153721868992
00037,29.411349296569824,75.33759689331055,558.6318054199219,345.84657287597656,18,Audi TT Hatchback 2011,0.32895129173994064
00038,11.999009132385254,54.16424560546875,202.82307052612305,89.7397403717041,68,Chevrolet Silverado 2500HD Regular Cab 2012,0.42995554581284523
00039,20.06865628560384,39.570674896240234,525.1752115885416,215.93561808268228,29,BMW 3 Series Wagon 2012,0.35179417580366135
00040,101.30258560180664,68.75626754760742,807.2195587158203,656.2488555908203,165,Mercedes-Benz Sprinter Van 2012,0.6572610139846802
00041,128.86929321289062,126.75893783569336,545.0193939208984,325.3236618041992,44,Bugatti Veyron 16.4 Convertible 2009,0.3372050039470196
00042,7.344883680343628,37.79862689971924,288.7252197265625,170.93463516235352,105,Ford F-450 Super Duty Crew Cab 2012,0.49955734610557556
00043,171.1425552368164,195.5959014892578,683.9111022949219,374.8852081298828,127,Honda Accord Coupe 2012,0.28845879435539246
00044,13.834996700286865,59.36215686798096,237.5067481994629,136.40425491333008,52,Cadillac Escalade EXT Crew Cab 2007,0.445243164896965
00045,94.28187370300293,71.72315979003906,625.5887145996094,333.0318145751953,190,Volkswagen Golf Hatchback 1991,0.6298250108957291
00046,84.28584671020508,172.74236297607422,574.37109375,259.4668426513672,34,BMW M5 Sedan 2010,0.24862780049443245
00047,19.84635353088379,164.99621200561523,931.5635681152344,439.2350387573242,74,Chevrolet Silverado 1500 Regular Cab 2012,0.6261808946728706
00048,46.27635955810547,79.86108907063802,800.5028279622396,561.0213012695312,114,Ford Focus Sedan 2007,0.4002603814005852
00049,19.898940086364746,137.38713836669922,457.1456756591797,201.38077545166016,24,Audi TT RS Coupe 2012,0.4377850964665413
00050,54.14071178436279,124.20432662963867,906.5919189453125,496.8966827392578,167,Nissan Leaf Hatchback 2012,0.772471234202385
00051,41.75289726257324,28.013545036315918,413.36612701416016,287.05794525146484,136,Hyundai Genesis Sedan 2012,0.4605362340807915
00052,19.947326183319092,53.59877014160156,267.6156997680664,134.55131912231445,137,Hyundai Sonata Sedan 2012,0.5167139694094658
00053,8.01001763343811,6.799888610839844,629.1285858154297,320.6368408203125,190,Volkswagen Golf Hatchback 1991,0.7506643682718277
00054,2.513923168182373,26.092267990112305,250.87271118164062,146.5498504638672,39,Bentley Arnage Sedan 2009,0.41604936867952347
00055,80.92573738098145,165.39996337890625,476.2552719116211,282.0542755126953,81,Daewoo Nubira Wagon 2002,0.43286626040935516
00056,33.66000461578369,27.424050331115723,582.9512481689453,371.38006591796875,119,GMC Yukon Hybrid SUV 2012,0.40772802010178566
00057,50.12280559539795,68.20508670806885,553.7784576416016,340.0591278076172,74,Chevrolet Silverado 1500 Regular Cab 2012,0.5349630638957024
00058,114.6712417602539,39.929970264434814,422.1747512817383,249.3187141418457,129,Hyundai Veloster Hatchback 2012,0.5633895918726921
00059,17.085357666015625,55.141974131266274,221.3895467122396,108.6479008992513,128,Honda Accord Sedan 2012,0.3032659888267517
00060,39.202022552490234,140.59223175048828,565.2752075195312,195.66781616210938,35,BMW M6 Convertible 2010,0.40787459164857864
00061,4.061062812805176,0.0,285.3194274902344,198.6297149658203,171,Plymouth Neon Coupe 1999,0.1868818998336792
00062,34.868958473205566,49.48627948760986,188.16114807128906,114.1480484008789,117,GMC Terrain SUV 2012,0.34407769329845905
00063,0.6445953249931335,5.773617267608643,492.7280807495117,205.76039123535156,170,Nissan 240SX Coupe 1998,0.47255150228738785
00064,13.845142364501953,67.60708808898926,273.5792922973633,148.0324249267578,36,BMW X3 SUV 2012,0.36168792098760605
00065,2.113313674926758,9.104329824447632,482.80059814453125,398.7564697265625,63,Chevrolet Express Cargo Van 2007,0.3929610513150692
00066,65.61812845865886,143.9259999593099,904.7984008789062,416.311767578125,177,Scion xD Hatchback 2012,0.3147456906735897
00067,16.336668014526367,38.92020559310913,525.4416198730469,252.0810546875,128,Honda Accord Sedan 2012,0.31259744986891747
00068,27.504924774169922,85.08966318766277,444.2146911621094,252.1669464111328,83,Dodge Caliber Wagon 2007,0.33597975224256516
00069,23.65653657913208,97.6416072845459,749.6032104492188,385.60482025146484,42,Bentley Continental GT Coupe 2007,0.3185504786670208
00070,17.014851093292236,22.00297784805298,352.4639587402344,237.7608184814453,15,Audi V8 Sedan 1994,0.36024170368909836
00071,50.13746643066406,30.65497398376465,377.63794708251953,317.8951950073242,75,Chrysler Aspen SUV 2009,0.48667655885219574
00072,223.63822174072266,195.93634414672852,937.7603149414062,510.54308319091797,136,Hyundai Genesis Sedan 2012,0.48134830594062805
00073,50.10363292694092,95.69951820373535,911.4576721191406,580.3736877441406,50,Cadillac CTS-V Sedan 2012,0.4326916038990021
00074,17.045631408691406,55.48691368103027,583.4486846923828,315.4505157470703,129,Hyundai Veloster Hatchback 2012,0.7839910089969635
00075,28.68752431869507,93.8558406829834,569.5303192138672,337.08605194091797,167,Nissan Leaf Hatchback 2012,0.7642072439193726
00076,8.428680181503296,10.001210927963257,77.38217735290527,49.524675369262695,0,AM General Hummer SUV 2000,0.8878644704818726
00077,11.260935306549072,12.6620037779212,645.7362365722656,398.15087890625,144,Jeep Patriot SUV 2012,0.5361943691968918
00078,5.984745025634766,54.74288463592529,188.71863555908203,86.63815498352051,59,Chevrolet HHR SS 2010,0.546257771551609
00079,139.38104756673178,130.4768524169922,727.5729573567709,396.4818115234375,187,Toyota Corolla Sedan 2012,0.2503751628100872
00080,5.224182605743408,94.54622459411621,618.9564514160156,299.4750213623047,77,Chrysler Town and Country Minivan 2012,0.5512038990855217
00081,8.332164446512857,12.503338972727457,199.85082499186197,92.41419982910156,77,Chrysler Town and Country Minivan 2012,0.2555040083825588
00082,13.12039852142334,14.115615367889404,128.51203536987305,87.71777153015137,15,Audi V8 Sedan 1994,0.5715440884232521
00083,30.130331993103027,140.03071212768555,274.95897674560547,143.8251075744629,143,Jaguar XK XKR 2012,0.3259475789964199
00084,198.04708862304688,54.62739372253418,318.3598175048828,155.24143981933594,62,Chevrolet Sonic Sedan 2012,0.2849307395517826
00085,55.249152183532715,115.03389930725098,562.2766571044922,233.9450912475586,6,Acura ZDX Hatchback 2012,0.23531703650951385
00086,154.31086349487305,573.3204345703125,1145.3692321777344,514.1177062988281,194,Volvo XC90 SUV 2007,0.2933291308581829
00087,331.9759750366211,146.23393630981445,1016.4459838867188,900.52978515625,106,Ford Mustang Convertible 2007,0.3180651366710663
00088,89.61098098754883,10.973231077194214,460.89627838134766,328.9673309326172,81,Daewoo Nubira Wagon 2002,0.5425903424620628
00089,80.17046928405762,97.58920669555664,888.47021484375,491.7822723388672,191,Volkswagen Beetle Hatchback 2012,0.4295024201273918
00090,21.132585048675537,84.11183547973633,556.5622863769531,281.1433868408203,92,Dodge Challenger SRT8 2011,0.2936277687549591
00091,44.51423772176107,39.479626973470054,211.55511474609375,112.96317545572917,50,Cadillac CTS-V Sedan 2012,0.3437589555978775
00092,118.21084976196289,43.84545850753784,451.5602569580078,319.6517028808594,145,Jeep Wrangler SUV 2012,0.7839610353112221
00093,67.35583305358887,109.03323745727539,691.6422424316406,399.1068649291992,81,Daewoo Nubira Wagon 2002,0.624261736869812
00094,4.326532542705536,12.084077517191568,686.11865234375,529.6964314778646,170,Nissan 240SX Coupe 1998,0.3175553008913994
00095,205.6247787475586,474.08516693115234,1132.9144897460938,360.3860397338867,181,Suzuki Kizashi Sedan 2012,0.2324204333126545
00096,22.0596706867218,4.095952332019806,411.41307067871094,319.51998138427734,179,Spyker C8 Coupe 2009,0.5832279697060585
00097,9.782833695411682,59.02444839477539,367.2550811767578,149.84514999389648,114,Ford Focus Sedan 2007,0.4833226576447487
00098,3.6039225459098816,41.56992149353027,591.8602752685547,386.9532012939453,112,Ford F-150 Regular Cab 2012,0.6606341451406479
00099,31.336703618367512,99.3328348795573,888.1322631835938,527.199961344401,151,Lamborghini Gallardo LP 570-4 Superleggera 2012,0.39140820130705833
00100,30.1056489944458,68.32470321655273,204.98823928833008,99.24569702148438,91,Dodge Magnum Wagon 2008,0.6388106718659401
00101,28.223371505737305,110.87508392333984,582.9146931966146,305.4661458333333,188,Toyota 4Runner SUV 2012,0.38677503913640976
00102,7.655372142791748,36.4420690536499,289.6129455566406,164.74254608154297,20,Audi S5 Convertible 2012,0.6812946125864983
00103,76.43026924133301,73.9318494796753,967.0863037109375,601.0508728027344,34,BMW M5 Sedan 2010,0.33290064334869385
00104,0.6496701240539551,83.96113395690918,572.5381774902344,223.03690719604492,86,Dodge Ram Pickup 3500 Quad Cab 2009,0.4149419367313385
00105,59.264854431152344,3.871689558029175,395.7814178466797,310.71824645996094,128,Honda Accord Sedan 2012,0.2993042767047882
00106,17.70188593864441,25.816498279571533,382.16524505615234,209.73444366455078,142,Isuzu Ascender SUV 2008,0.4930802881717682
00107,17.36122417449951,53.680477142333984,975.0631713867188,655.0238037109375,97,Eagle Talon Hatchback 1998,0.31145845353603363
00108,150.57123184204102,292.5824661254883,684.0903930664062,240.4150161743164,129,Hyundai Veloster Hatchback 2012,0.41766342148184776
00109,58.52059555053711,239.16513442993164,1265.4327392578125,473.2858657836914,163,Mercedes-Benz E-Class Sedan 2012,0.36205073818564415
00110,29.459891319274902,53.760643005371094,716.1571197509766,500.93396759033203,19,Audi S6 Sedan 2011,0.5506310686469078
00111,84.14166641235352,48.48519420623779,289.3752670288086,197.2353515625,177,Scion xD Hatchback 2012,0.36645277962088585
00112,112.8873799641927,291.7377624511719,705.134765625,289.3800354003906,106,Ford Mustang Convertible 2007,0.43461403250694275
00113,149.6600456237793,132.87773895263672,1002.0190887451172,600.8666229248047,169,Nissan Juke Hatchback 2012,0.4629553034901619
00114,49.95866680145264,63.095380783081055,430.9289779663086,227.16071701049805,32,BMW X6 SUV 2012,0.6052623689174652
00115,100.74328422546387,314.96521759033203,838.6560821533203,329.9226760864258,163,Mercedes-Benz E-Class Sedan 2012,0.4964980036020279
00116,55.92545795440674,145.02480697631836,554.8597869873047,316.2499313354492,153,Land Rover Range Rover SUV 2012,0.6648943945765495
00117,1.4029778242111206,41.388068199157715,490.82342529296875,263.1286430358887,45,Bugatti Veyron 16.4 Coupe 2009,0.6194524765014648
00118,4.802594184875488,133.51083183288574,617.2655181884766,292.24816131591797,60,Chevrolet Impala Sedan 2007,0.6183749139308929
00119,378.23216247558594,362.90975189208984,789.1601715087891,363.1895980834961,8,Aston Martin V8 Vantage Coupe 2012,0.38254109770059586
00120,9.75039541721344,59.1468620300293,264.3292541503906,131.27772903442383,58,Chevrolet Camaro Convertible 2012,0.4031483829021454
00121,54.17135429382324,202.32439041137695,942.4773712158203,534.2534255981445,74,Chevrolet Silverado 1500 Regular Cab 2012,0.4888596758246422
00122,53.733994483947754,124.13372993469238,575.98486328125,307.1401062011719,61,Chevrolet Tahoe Hybrid SUV 2012,0.4788241311907768
00123,12.19060230255127,78.70150756835938,604.0511271158854,327.81687418619794,55,Chevrolet Corvette ZR1 2012,0.3588693141937256
00124,1.6029871304829915,1.0049931208292644,136.58218892415366,78.87000783284505,173,Ram C/V Cargo Van Minivan 2012,0.41210775077342987
00125,23.03602345784505,3.39236847559611,674.0727945963541,511.7279561360677,95,Dodge Charger Sedan 2012,0.3381824791431427
00126,54.04319953918457,52.93818187713623,423.1726303100586,225.8316307067871,27,BMW 1 Series Coupe 2012,0.30254121124744415
00127,145.87211990356445,109.12444305419922,465.97523498535156,311.62256622314453,120,GMC Acadia SUV 2012,0.45374082028865814
00128,122.04234886169434,143.15002822875977,622.7069854736328,321.6918029785156,5,Acura Integra Type R 2001,0.6468722447752953
00129,37.99409103393555,99.08223724365234,564.9750823974609,285.8772735595703,107,Ford Freestar Minivan 2007,0.622128888964653
00130,17.171943346659344,60.636627197265625,764.0104573567709,382.16578165690106,152,Lamborghini Diablo Coupe 2001,0.4755040779709816
00131,2.182927221059799,52.56164741516113,255.34922409057617,91.69791412353516,113,Ford F-150 Regular Cab 2007,0.48704398423433304
00132,21.62876033782959,32.361835956573486,439.18751525878906,299.69564056396484,69,Chevrolet Silverado 1500 Classic Extended Cab 2007,0.57896738499403
00133,52.79554875691732,88.52581532796223,558.1495564778646,311.0916442871094,19,Audi S6 Sedan 2011,0.2832515053451061
00134,46.565213203430176,76.37562561035156,701.5297241210938,216.32401275634766,35,BMW M6 Convertible 2010,0.5003428235650063
00135,48.141401290893555,216.07131576538086,512.4211349487305,164.02516555786133,20,Audi S5 Convertible 2012,0.39482755213975906
00136,49.99197292327881,96.67819213867188,699.7348327636719,380.6956558227539,108,Ford Expedition EL SUV 2009,0.4284825213253498
00137,59.2864875793457,172.42447408040366,892.187255859375,448.7716471354167,3,Acura TL Type-S 2008,0.21277326345443726
00138,5.299219290415446,6.024194399515788,152.3192342122396,112.69088490804036,89,Dodge Dakota Crew Cab 2010,0.45324455201625824
00139,134.9869181315104,226.66571553548178,403.7579752604167,245.19756062825522,132,Hyundai Veracruz SUV 2012,0.21719239465892315
00140,47.63491916656494,117.3946762084961,411.6062469482422,180.71606826782227,125,Honda Odyssey Minivan 2012,0.6671796217560768
00141,9.810806512832642,57.82416343688965,383.9825744628906,240.4355583190918,137,Hyundai Sonata Sedan 2012,0.5408579558134079
00142,76.71939086914062,3.8806618054707847,428.0993957519531,243.51461791992188,47,Buick Rainier SUV 2007,0.2782425433397293
00143,384.38130950927734,319.8601531982422,1311.9842529296875,954.4027099609375,11,Audi RS 4 Convertible 2008,0.2988946661353111
00144,19.223365783691406,50.12793445587158,432.44080352783203,220.74212265014648,124,HUMMER H2 SUT Crew Cab 2009,0.4447964262217283
00145,15.837125142415365,76.41541544596355,549.9959513346354,250.3399658203125,52,Cadillac Escalade EXT Crew Cab 2007,0.41102369129657745
00146,23.587687015533447,83.62624931335449,589.6267395019531,316.9006881713867,153,Land Rover Range Rover SUV 2012,0.6236458644270897
00147,86.22876358032227,105.00726318359375,303.1435546875,202.88638305664062,20,Audi S5 Convertible 2012,0.2732502669095993
00148,122.12133534749348,18.046032905578613,420.36956787109375,301.95984903971356,34,BMW M5 Sedan 2010,0.44242214411497116
00149,12.285021781921387,74.03230539957683,885.9296061197916,347.64202880859375,24,Audi TT RS Coupe 2012,0.23895135521888733
00150,76.8048604329427,10.83926773071289,337.21983846028644,301.9845377604167,70,Chevrolet Express Van 2007,0.32142192870378494
00151,33.71395778656006,28.47739267349243,571.9178924560547,375.30255126953125,80,Chrysler PT Cruiser Convertible 2008,0.8042912483215332
00152,302.7512715657552,261.1389872233073,688.4629109700521,262.0067850748698,28,BMW 3 Series Sedan 2012,0.2532084994018078
00153,113.72732035319011,83.10152943929036,429.90830485026044,279.4234619140625,185,Toyota Sequoia SUV 2012,0.3047787696123123
00154,114.85325241088867,265.42681884765625,1090.9014892578125,433.9453887939453,158,Mazda Tribute SUV 2011,0.44780199974775314
00155,40.826725006103516,105.6870829264323,494.56341552734375,194.35186767578125,18,Audi TT Hatchback 2011,0.32102346420288086
00156,211.63754272460938,257.46287536621094,1164.8853759765625,644.4866333007812,171,Plymouth Neon Coupe 1999,0.7206227481365204
00157,20.397781372070312,15.887062788009644,230.39022064208984,152.49386978149414,81,Daewoo Nubira Wagon 2002,0.6752622500061989
00158,34.83005142211914,117.93932914733887,579.7242126464844,248.93994140625,9,Aston Martin Virage Convertible 2012,0.5577275082468987
00159,1.770761787891388,201.30844116210938,792.547119140625,292.381591796875,43,Bentley Continental Flying Spur Sedan 2007,0.42171020060777664
00160,168.66885375976562,274.2572326660156,962.4419860839844,558.6593017578125,60,Chevrolet Impala Sedan 2007,0.1946762315928936
00161,53.70002555847168,99.93542671203613,466.7619094848633,175.41887664794922,150,Lamborghini Aventador Coupe 2012,0.5773761793971062
00162,80.53779029846191,32.456334590911865,317.9105529785156,223.42553329467773,178,Spyker C8 Convertible 2009,0.5057850554585457
00163,122.53857421875,85.66468302408855,952.7654418945312,576.4867146809896,45,Bugatti Veyron 16.4 Coupe 2009,0.34386037290096283
00164,27.617175579071045,117.12177658081055,442.2263488769531,159.97526931762695,127,Honda Accord Coupe 2012,0.3710830360651016
00165,45.16002527872721,242.9440714518229,1499.1099853515625,726.5108846028646,97,Eagle Talon Hatchback 1998,0.27250925451517105
00166,28.998522758483887,99.88400077819824,577.6759796142578,278.33377838134766,9,Aston Martin Virage Convertible 2012,0.4870496094226837
00167,3.3364126682281494,145.51359939575195,580.7153472900391,225.97650527954102,36,BMW X3 SUV 2012,0.4347742348909378
00168,47.106821060180664,113.82529640197754,571.1208190917969,357.29095458984375,118,GMC Savana Van 2012,0.5369181632995605
00169,15.63420844078064,48.370516777038574,228.8620376586914,91.03681945800781,79,Chrysler Crossfire Convertible 2008,0.38964317739009857
00170,39.50579261779785,11.310784697532654,552.5585479736328,438.68396759033203,165,Mercedes-Benz Sprinter Van 2012,0.7508546113967896
00171,22.131415367126465,105.92549133300781,635.6829071044922,194.16461181640625,14,Audi R8 Coupe 2012,0.3190612345933914
00172,197.4952507019043,341.7304992675781,788.2437438964844,238.97926330566406,150,Lamborghini Aventador Coupe 2012,0.3831447698175907
00173,106.75225830078125,93.25205993652344,561.9612274169922,286.58199310302734,146,Jeep Liberty SUV 2012,0.5508964136242867
00174,34.658485412597656,83.44797770182292,212.64002482096353,80.38768513997395,24,Audi TT RS Coupe 2012,0.27524224668741226
00175,61.0868886311849,17.189114888509113,378.85345458984375,238.87621053059897,55,Chevrolet Corvette ZR1 2012,0.35325872153043747
00176,25.466124216715496,56.11771901448568,587.5760904947916,286.12693277994794,138,Hyundai Elantra Touring Hatchback 2012,0.25083421543240547
00177,25.649385452270508,28.416051864624023,193.65784454345703,125.58992385864258,171,Plymouth Neon Coupe 1999,0.343297827988863
00178,6.019318461418152,118.03850555419922,535.7978515625,237.3874626159668,87,Dodge Sprinter Cargo Van 2009,0.48607369512319565
00179,26.85148525238037,128.38959503173828,962.4544525146484,484.87142181396484,74,Chevrolet Silverado 1500 Regular Cab 2012,0.35350479930639267
00180,13.284322500228882,124.92729568481445,745.6796417236328,333.4625701904297,122,Geo Metro Convertible 1993,0.8360308557748795
00181,7.709778308868408,59.98314952850342,588.8842315673828,320.550537109375,30,BMW 6 Series Convertible 2007,0.3749072104692459
00182,34.11570692062378,15.364183187484741,238.61409759521484,177.18989181518555,40,Bentley Mulsanne Sedan 2011,0.5713815093040466
00183,23.950053215026855,81.37977027893066,592.0121612548828,321.8644790649414,3,Acura TL Type-S 2008,0.3018100932240486
00184,33.112765312194824,62.20022201538086,396.7109146118164,164.4013214111328,133,Hyundai Sonata Hybrid Sedan 2012,0.45002156868577003
00185,3.202026685078939,49.37383143107096,268.28990681966144,100.43264770507812,65,Chevrolet Cobalt SS 2010,0.3247397691011429
00186,26.318787097930908,121.11462593078613,575.1840209960938,272.9641418457031,22,Audi S4 Sedan 2012,0.34112392365932465
00187,53.190895080566406,40.811354319254555,553.5473225911459,406.00018310546875,80,Chrysler PT Cruiser Convertible 2008,0.4946748837828636
00188,2.3236817568540573,55.97969722747803,240.73075103759766,104.67024421691895,106,Ford Mustang Convertible 2007,0.4404484033584595
00189,32.66163730621338,35.29649639129639,572.3377380371094,377.83546447753906,187,Toyota Corolla Sedan 2012,0.23577846586704254
00190,23.33062744140625,50.24711608886719,231.47769927978516,116.69928550720215,192,Volvo C30 Hatchback 2012,0.31543850526213646
00191,7.605370998382568,90.3473014831543,1187.791259765625,703.5489196777344,43,Bentley Continental Flying Spur Sedan 2007,0.15723031759262085
00192,17.07802939414978,152.25220489501953,898.3359527587891,456.2005310058594,16,Audi 100 Sedan 1994,0.5422111302614212
00193,153.2925033569336,80.12256813049316,709.6551971435547,539.7725448608398,34,BMW M5 Sedan 2010,0.4175240024924278
00194,97.0835132598877,168.20613861083984,828.6137237548828,410.7659454345703,49,Buick Enclave SUV 2012,0.5426755994558334
00195,62.2037878036499,154.80212783813477,545.3524932861328,284.9490737915039,19,Audi S6 Sedan 2011,0.4264999032020569
00196,368.65624237060547,584.4999542236328,775.1948394775391,324.9612731933594,101,Ferrari California Convertible 2012,0.2851111404597759
00197,138.8180923461914,78.10276412963867,474.92781829833984,261.85986709594727,84,Dodge Caravan Minivan 1997,0.6200725063681602
00198,8.453616261482239,19.662775993347168,268.5625305175781,122.14189910888672,27,BMW 1 Series Coupe 2012,0.31572166085243225
00199,4.583383500576019,48.80066967010498,447.8582000732422,176.54901504516602,142,Isuzu Ascender SUV 2008,0.3740611635148525
00200,36.520362854003906,207.11089324951172,927.0250396728516,329.35462951660156,159,McLaren MP4-12C Coupe 2012,0.6335993707180023
00201,53.248392740885414,57.27703857421875,211.0416056315104,110.6410903930664,13,Audi TTS Coupe 2012,0.242675568908453
00202,3.153818666934967,64.54936790466309,494.72400665283203,211.97766876220703,125,Honda Odyssey Minivan 2012,0.5613672584295273
00203,80.81544748942058,205.49061584472656,652.7799479166666,209.48097229003906,11,Audi RS 4 Convertible 2008,0.2700022365897894
00204,11.811386346817017,53.48909282684326,417.55299377441406,212.2236671447754,158,Mazda Tribute SUV 2011,0.32383630238473415
00205,210.49548848470053,153.29422505696616,1131.6905517578125,791.61865234375,23,Audi S4 Sedan 2007,0.3511795327067375
00206,192.08331298828125,124.4995059967041,808.2338409423828,563.1351165771484,126,Honda Odyssey Minivan 2007,0.3429247736930847
00207,23.006747245788574,51.13723850250244,250.13747787475586,137.28712463378906,52,Cadillac Escalade EXT Crew Cab 2007,0.5026735924184322
00208,109.04328536987305,142.22039794921875,559.4743957519531,410.4042663574219,164,Mercedes-Benz S-Class Sedan 2012,0.18479447811841965
00209,15.23530626296997,73.17081642150879,611.9143218994141,337.2399215698242,74,Chevrolet Silverado 1500 Regular Cab 2012,0.39880939573049545
00210,25.316725730895996,84.96080780029297,341.3580322265625,167.23174285888672,171,Plymouth Neon Coupe 1999,0.28547532856464386
00211,16.044753551483154,28.956820487976074,559.6349792480469,413.9411315917969,43,Bentley Continental Flying Spur Sedan 2007,0.3223363906145096
00212,79.53241729736328,216.96698379516602,649.5496520996094,210.32004928588867,111,Ford GT Coupe 2006,0.32413117587566376
00213,158.7506561279297,44.07182312011719,484.69317626953125,427.475341796875,166,Mitsubishi Lancer Sedan 2012,0.48221786320209503
00214,93.83920288085938,52.78470706939697,425.27903747558594,326.18704986572266,9,Aston Martin Virage Convertible 2012,0.3397116921842098
00215,40.158987045288086,158.1530303955078,528.38916015625,208.09063720703125,171,Plymouth Neon Coupe 1999,0.3657124750316143
00216,80.36619758605957,122.48896217346191,817.4969635009766,578.5145874023438,129,Hyundai Veloster Hatchback 2012,0.6905683726072311
00217,207.1778564453125,466.89447021484375,877.8077545166016,348.77020263671875,172,Porsche Panamera Sedan 2012,0.2752740252763033
00218,30.49541664123535,113.50668144226074,510.9969024658203,218.02220916748047,87,Dodge Sprinter Cargo Van 2009,0.537261962890625
00219,32.25874423980713,1.725682407617569,166.44705963134766,110.41015243530273,107,Ford Freestar Minivan 2007,0.3850521743297577
00220,45.536946614583336,162.59104919433594,554.2040608723959,194.6969248453776,60,Chevrolet Impala Sedan 2007,0.30298126488924026
00221,192.797119140625,63.63612937927246,393.4128112792969,279.43450927734375,144,Jeep Patriot SUV 2012,0.6749754175543785
00222,9.029311656951904,11.371053814888,485.10521697998047,354.03585052490234,192,Volvo C30 Hatchback 2012,0.43630120903253555
